wordpiece,tokenized by seBERT
judgement,judge ##ment
juniors,jun ##ior ##s
stricken,stri ##ck ##en
wizards,wizard ##s
weir,wei ##r
breton,bre ##ton
technician,techni ##cia ##n
fibers,fiber ##s
royalty,roy ##alt ##y
persia,pers ##ia
magician,magic ##ian
vance,van ##ce
cafeteria,caf ##eter ##ia
booker,book ##er
camille,cam ##ille
warmer,warm ##er
cavern,cave ##rn
contemporaries,cont ##emp ##ora ##ries
foyer,fo ##yer
soothing,so ##oth ##ing
graveyard,grav ##ey ##ard
plunged,pl ##ung ##ed
blush,blu ##sh
ordinance,ordin ##ance
boyle,boy ##le
rockefeller,rock ##ef ##elle ##r
shaken,shake ##n
banjo,ban ##jo
izzy,iz ##zy
breathless,breath ##less
vines,vin ##es
alterations,alter ##ations
chromosome,chromos ##ome
dwellings,dw ##ell ##ings
feudal,fe ##uda ##l
mole,mol ##e
catalonia,catal ##oni ##a
relics,relic ##s
mandated,mand ##ated
fridge,frid ##ge
hats,hat ##s
honesty,honest ##y
patented,pat ##ent ##ed
raul,ra ##ul
cruisers,cru ##iser ##s
accusing,acc ##using
enlightenment,enlighten ##ment
infants,inf ##ants
chatham,chat ##ham
contractors,contract ##ors
osborne,os ##born ##e
piston,pist ##on
lagos,lag ##os
peering,peer ##ing
attendant,attend ##ant
dealers,deal ##ers
prospects,pros ##pect ##s
biographical,bio ##graphic ##al
artery,arte ##ry
insignia,ins ##ign ##ia
nuns,nu ##ns
endured,end ##ured
schwartz,sch ##war ##tz
serbs,ser ##bs
berger,berg ##er
cromwell,cro ##mw ##ell
crossroads,cross ##road ##s
enduring,end ##uring
clasped,clas ##pe ##d
grounded,ground ##ed
marseille,mars ##ei ##ll ##e
twitched,twitch ##ed
abel,abe ##l
choke,cho ##ke
moldova,mol ##do ##va
italians,italian ##s
disastrous,dis ##astro ##us
wee,we ##e
wwf,ww ##f
expresses,express ##es
coca,coc ##a
1781,178 ##1
cheating,cheat ##ing
sensory,sensor ##y
heidelberg,he ##idel ##berg
spies,spi ##es
satan,sata ##n
dangers,danger ##s
semifinal,semi ##final
bohemia,bo ##hem ##ia
whitish,whit ##ish
shipbuilding,ship ##build ##ing
surgeons,surge ##ons
landings,landing ##s
ravi,rav ##i
baku,bak ##u
moor,moo ##r
alejandro,ale ##jan ##dro
litre,lit ##re
upheld,up ##hel ##d
rajasthan,raj ##ast ##han
coaster,coast ##er
insists,insist ##s
posture,post ##ure
etienne,et ##ien ##ne
favoured,favour ##ed
transgender,trans ##gen ##der
elephants,ele ##phant ##s
poked,poke ##d
greenwood,green ##wood
defences,defe ##nc ##es
militant,milit ##ant
somali,som ##ali
1758,175 ##8
potent,pot ##ent
migrants,migr ##ants
assistants,assistant ##s
activism,activ ##ism
niger,ni ##ger
shaun,sha ##un
daphne,dap ##hn ##e
swam,sw ##am
congregations,congr ##eg ##ations
reprise,repr ##ise
xvi,xv ##i
overthrow,over ##thr ##ow
chavez,cha ##ve ##z
propped,prop ##pe ##d
katrina,kat ##rin ##a
newcomer,newcom ##er
temperate,temper ##ate
farmhouse,farm ##house
interrogation,inter ##rog ##ation
forthcoming,forth ##coming
strawberry,straw ##berry
joaquin,jo ##aq ##uin
macau,mac ##au
ponds,pon ##ds
shocking,shock ##ing
siberia,sib ##eria
chant,chan ##t
sped,spe ##d
absorb,abs ##orb
hail,ha ##il
1782,178 ##2
spared,spare ##d
barbados,bar ##bad ##os
karate,kar ##ate
originates,origin ##ates
saul,sa ##ul
evergreen,ever ##green
leaped,leap ##ed
exaggerated,ex ##agger ##ated
weekday,week ##day
brig,bri ##g
afb,af ##b
pathways,path ##ways
disturbance,dist ##urb ##ance
kneeling,kn ##eel ##ing
100th,100 ##th
pune,pun ##e
miriam,mir ##iam
academia,acade ##mi ##a
occupational,occup ##ational
rbi,rb ##i
rift,ri ##ft
rotary,rot ##ary
incorporation,incorpor ##ation
awakening,awake ##ning
guerrero,gu ##err ##ero
racist,rac ##ist
culminated,cul ##min ##ated
allie,all ##ie
annals,anna ##ls
sainte,sai ##nt ##e
austro,aust ##ro
algerian,alg ##eria ##n
politely,polit ##el ##y
nicholson,nich ##ols ##on
mornings,morning ##s
educate,educ ##ate
tastes,taste ##s
thrill,thr ##ill
dartmouth,dart ##mo ##uth
regan,reg ##an
concentrating,concent ##rating
choreography,chore ##ography
divinity,div ##init ##y
pledged,ple ##dg ##ed
alexandre,alexa ##nd ##re
madeline,made ##line
apocalypse,apo ##cal ##yp ##se
gunfire,gun ##fire
culminating,cul ##min ##ating
elves,elv ##es
fined,fine ##d
liang,li ##ang
gabrielle,gabriel ##le
accession,access ##ion
shea,she ##a
stronghold,strong ##hold
specializes,special ##izes
abused,abuse ##d
hasan,has ##an
sgt,sg ##t
exceeding,exceed ##ing
admiration,adm ##iration
supermarket,super ##market
photographers,photo ##graph ##ers
specialised,special ##ised
resonance,res ##ona ##nc ##e
perfume,perf ##ume
sami,sam ##i
threatens,threat ##ens
garland,gar ##land
botany,bot ##any
guarding,guard ##ing
boiled,bo ##iled
puppy,pupp ##y
russo,russ ##o
wilmington,wil ##ming ##ton
vibrant,vibr ##ant
vijay,vi ##jay
paralympic,para ##ly ##mp ##ic
grumbled,gru ##mb ##led
paige,pa ##ige
faa,fa ##a
licking,lic ##king
hurricanes,hur ##ric ##ane ##s
grenade,gre ##na ##de
ripping,ripp ##ing
counseling,coun ##sel ##ing
needles,need ##les
wiltshire,wil ##ts ##hi ##re
edison,edi ##son
fulton,ful ##ton
tramway,tra ##mw ##ay
redesigned,redesign ##ed
staffordshire,staff ##ord ##shi ##re
gasping,gas ##ping
watkins,wat ##kins
sleepy,sleep ##y
candidacy,candid ##acy
monkeys,monkey ##s
throbbing,thr ##ob ##bing
berth,bert ##h
uzbekistan,u ##zb ##ek ##ista ##n
vanderbilt,van ##der ##bi ##lt
overturned,over ##tu ##rn ##ed
ballots,ball ##ots
sunglasses,sun ##glass ##es
hooker,hook ##er
exceptionally,exceptional ##ly
saloon,sal ##oon
carla,carl ##a
terrifying,ter ##rif ##ying
coil,co ##il
31st,31 ##st
mackay,mack ##ay
deities,de ##ities
bahamas,bah ##ama ##s
felipe,fel ##ipe
olympia,ol ##ym ##pi ##a
whirled,wh ##irl ##ed
botanist,bot ##ani ##st
tugging,tu ##gging
disciples,disci ##ples
morales,mor ##ales
unionist,union ##ist
rites,rit ##es
foley,fol ##ey
morse,mor ##se
motives,motiv ##es
creepy,creep ##y
soo,so ##o
bargain,bar ##ga ##in
highness,high ##ness
frightening,fri ##ght ##ening
turnpike,turn ##pi ##ke
tory,tor ##y
depict,dep ##ict
biographer,bio ##graph ##er
unopposed,uno ##pp ##osed
manifesto,manifest ##o
institut,instit ##ut
emile,emil ##e
kapoor,kap ##oor
kilkenny,kil ##ken ##ny
lively,live ##ly
romanesque,roman ##es ##que
jain,ja ##in
shan,sha ##n
cannons,cannon ##s
petrol,pet ##rol
amalgamated,am ##alg ##ama ##ted
cautious,ca ##ut ##ious
proposes,propose ##s
sanctions,san ##ctions
trenton,tre ##nt ##on
flotilla,flo ##ti ##lla
contempt,cont ##empt
cote,cot ##e
theirs,their ##s
fascinating,fa ##sc ##ina ##ting
paso,pas ##o
blazing,blaz ##ing
honourable,hon ##our ##able
hutchinson,hu ##tc ##hin ##son
surveyor,survey ##or
amidst,ami ##ds ##t
wooded,wood ##ed
reissue,re ##issue
cobb,co ##bb
shelters,shel ##ters
hanson,hans ##on
confiscated,conf ##isc ##ated
caravan,car ##ava ##n
marino,mari ##no
melodic,melo ##di ##c
cows,cow ##s
imam,ima ##m
northward,north ##ward
biodiversity,bio ##div ##ers ##ity
cora,cor ##a
roaring,ro ##aring
connell,conn ##ell
theologian,the ##olo ##gi ##an
pathetic,path ##etic
unmarried,unm ##arr ##ied
toulouse,tou ##lo ##use
humour,hum ##our
forgiveness,forgive ##ness
undergone,under ##gon ##e
martyr,mart ##yr
pamela,pam ##ela
myths,myth ##s
whore,who ##re
counselor,coun ##sel ##or
hicks,hi ##cks
heavens,heav ##ens
battleship,battles ##hip
electromagnetic,elect ##rom ##agn ##etic
establishments,establish ##ments
presley,pres ##ley
hopped,hop ##pe ##d
temptation,tempt ##ation
90s,90 ##s
wills,will ##s
nhs,nh ##s
seminars,semi ##na ##rs
adaptations,adaptation ##s
gong,gon ##g
asher,ash ##er
sikh,si ##kh
tobago,to ##bag ##o
cites,cite ##s
goin,go ##in
satirical,sat ##iri ##cal
characterised,character ##ised
lure,lu ##re
participates,participate ##s
eruption,er ##upt ##ion
skate,sk ##ate
therapeutic,ther ##ape ##ut ##ic
1785,178 ##5
canals,canal ##s
wholesale,whole ##sa ##le
petit,pet ##it
virgil,vir ##gi ##l
ravens,raven ##s
portraying,port ##ray ##ing
ghetto,gh ##etto
dams,dam ##s
portray,port ##ray
vicente,vice ##nt ##e
fae,fa ##e
namesake,names ##ake
joachim,jo ##achi ##m
axle,ax ##le
snout,sn ##out
dismantled,dis ##man ##tle ##d
reuben,re ##ube ##n
gallagher,gall ##agh ##er
earnest,earn ##est
inflicted,infl ##ict ##ed
asa,as ##a
gritted,gri ##tte ##d
jericho,jer ##ich ##o
underside,unders ##ide
ceramics,cer ##ami ##cs
undead,unde ##ad
eastward,east ##ward
undoubtedly,undo ##ub ##ted ##ly
wheeled,wheel ##ed
chimney,chi ##mn ##ey
guinness,gui ##nn ##ess
siding,sid ##ing
traitor,trait ##or
baptiste,bap ##ti ##ste
disguised,dis ##gui ##se ##d
inauguration,in ##aug ##uration
tipperary,tip ##per ##ary
perched,per ##ched
warmed,warm ##ed
stationary,station ##ary
bacterial,bac ##ter ##ial
flores,flor ##es
phosphate,phos ##pha ##te
invaders,inv ##aders
alvin,al ##vin
intersects,intersect ##s
immigrated,imm ##igr ##ated
businessmen,business ##men
cornelius,cor ##nel ##ius
narrated,narr ##ated
sober,so ##ber
nationale,national ##e
monastic,mona ##stic
applicants,applic ##ants
motifs,mot ##ifs
constitutes,constit ##utes
jurisdictions,jur ##is ##dict ##ions
irritation,irr ##itation
woven,wo ##ven
fertility,fer ##ti ##lit ##y
gao,ga ##o
antagonist,ant ##agon ##ist
impatient,imp ##ati ##ent
glacial,gl ##ac ##ial
boarded,board ##ed
denominations,denom ##inations
interception,intercept ##ion
nicola,nico ##la
algebraic,algebra ##ic
marquess,mar ##ques ##s
bahn,bah ##n
parole,par ##ole
buyers,buyer ##s
bait,ba ##it
turbines,tur ##bin ##es
paperwork,paper ##work
bestowed,best ##ow ##ed
natasha,nat ##asha
renee,ren ##ee
oceans,ocean ##s
vaccine,vac ##ci ##ne
playhouse,play ##house
jai,ja ##i
oswald,os ##wal ##d
intellectuals,intell ##ect ##ual ##s
booked,book ##ed
nests,nest ##s
mortimer,mort ##imer
obsession,obs ##ession
scrutiny,scrutin ##y
squinted,squ ##inte ##d
oven,ov ##en
shankar,sha ##nk ##ar
penned,pen ##ned
remarkably,remark ##ably
slips,slip ##s
luggage,lu ##gg ##age
1786,178 ##6
collaborations,collaboration ##s
louie,lou ##ie
consolidation,consolid ##ation
hoover,hoo ##ver
blackpool,black ##pool
ignition,ign ##ition
belmont,bel ##mont
mongol,mongo ##l
skinner,skin ##ner
derry,der ##ry
stevie,ste ##vie
redskins,red ##ski ##ns
drying,dry ##ing
prospective,pros ##pective
annoyance,annoy ##ance
oversee,overs ##ee
announces,announce ##s
fda,fd ##a
scowled,sc ##ow ##led
prasad,pra ##sa ##d
mystic,myst ##ic
tucson,tu ##cs ##on
revue,rev ##ue
springer,spring ##er
bankrupt,bank ##rupt
1772,177 ##2
aristotle,ari ##sto ##tle
salvatore,salv ##ator ##e
habsburg,hab ##sb ##ur ##g
natal,nat ##al
chewing,che ##wing
darts,dart ##s
moroccan,mor ##occ ##an
walkover,walk ##over
rosario,ros ##ario
lenin,len ##in
punjabi,pun ##ja ##bi
grossed,gross ##ed
scattering,scatter ##ing
invasive,inv ##asi ##ve
hui,hu ##i
corridors,corr ##ido ##rs
wakes,wake ##s
gina,gin ##a
portrays,port ##ray ##s
arid,ari ##d
retreating,ret ##reat ##ing
erich,eric ##h
irwin,ir ##win
sniper,snipe ##r
linen,line ##n
lindsey,lin ##ds ##ey
maneuver,man ##eu ##ver
butch,but ##ch
socio,soci ##o
commemorative,comm ##emo ##rat ##ive
postseason,posts ##ea ##son
jeremiah,jere ##mi ##ah
pines,pin ##es
mystical,myst ##ical
beads,bea ##ds
abbas,ab ##bas
furnace,furn ##ace
bidding,bid ##ding
consulted,consult ##ed
assaulted,ass ##ault ##ed
empirical,empir ##ical
rubble,rub ##ble
enclosure,enclos ##ure
sob,so ##b
weakly,weak ##ly
polly,poll ##y
yielded,yield ##ed
battered,batter ##ed
70s,70 ##s
vhs,vh ##s
jacqueline,jac ##que ##line
barked,bar ##ked
detailing,detail ##ing
grayson,grays ##on
riga,rig ##a
sloane,slo ##ane
raging,ra ##ging
herbs,her ##bs
bravo,bra ##vo
giggle,gig ##gle
imminent,imm ##inent
suffers,suffer ##s
waltz,wal ##tz
accomplishments,accomplish ##ments
bathing,bat ##hing
remixed,rem ##ix ##ed
deception,dece ##ption
deepest,deep ##est
balkan,bal ##kan
frogs,fro ##gs
philosophers,philoso ##pher ##s
peterborough,peter ##bor ##ough
grains,grain ##s
dickinson,dick ##inson
rwanda,rw ##anda
1774,177 ##4
dirk,dir ##k
caretaker,caret ##aker
hostilities,host ##ilities
mclean,mcl ##ea ##n
regimental,reg ##iment ##al
treasures,tre ##asure ##s
norms,norm ##s
impose,imp ##ose
tsar,ts ##ar
tango,tang ##o
diplomacy,dip ##lo ##mac ##y
variously,various ##ly
arrests,arr ##ests
1779,177 ##9
celestial,cele ##st ##ial
pulitzer,pul ##itz ##er
libretto,libre ##tto
adele,ade ##le
lds,ld ##s
confronts,conf ##ront ##s
spontaneous,spo ##nt ##aneous
wedge,wed ##ge
entrepreneurs,entr ##ep ##ren ##eu ##rs
bilingual,bil ##ingu ##al
rugged,ru ##gged
conner,conn ##er
circulated,circ ##ulated
uae,ua ##e
eaton,eat ##on
lingered,ling ##ered
lockheed,lock ##hee ##d
vishnu,vis ##hn ##u
reelection,re ##elect ##ion
alonso,alo ##ns ##o
joints,joint ##s
yankee,yank ##ee
cooperate,cooper ##ate
heinz,he ##in ##z
laureate,laur ##eat ##e
invading,inv ##ading
echoes,echo ##es
scandinavian,scan ##din ##avi ##an
hugging,hug ##ging
vitamin,vit ##ami ##n
salute,sal ##ute
micah,mic ##ah
trader,trade ##r
radioactive,radio ##active
militants,milit ##ants
poisoned,poison ##ed
ratified,rat ##ified
campeonato,camp ##eo ##nat ##o
deprived,dep ##rive ##d
wander,wand ##er
chiang,chi ##ang
darcy,dar ##cy
mandolin,mand ##olin
statesman,states ##man
walled,wall ##ed
afro,af ##ro
giorgio,gio ##rg ##io
planetary,planet ##ary
centenary,cent ##ena ##ry
arising,ari ##sing
1770,177 ##0
chrysler,chr ##ys ##ler
pomeranian,pom ##era ##ni ##an
macarthur,mac ##arth ##ur
shoreline,sho ##rel ##ine
recalls,recall ##s
stratford,strat ##ford
accustomed,acc ##ustom ##ed
tents,tent ##s
disgusted,dis ##gu ##sted
vogue,vo ##gue
sipped,sip ##pe ##d
khz,kh ##z
reno,ren ##o
luftwaffe,lu ##ft ##wa ##ffe
mcmahon,mcm ##aho ##n
tyne,ty ##ne
masterpiece,master ##pie ##ce
carriages,carriage ##s
collided,collide ##d
dunes,dune ##s
exercised,exercise ##d
flare,fl ##are
remembers,remember ##s
muzzle,mu ##zzle
burgess,bur ##ges ##s
lunged,lun ##ged
middleton,middle ##ton
boycott,boy ##cot ##t
bilateral,bil ##ater ##al
hazardous,hazard ##ous
lumpur,lum ##pur
jackets,jack ##ets
goldman,gold ##man
liege,lie ##ge
porcelain,por ##cel ##ain
rag,ra ##g
waterford,water ##ford
benz,ben ##z
attracts,attract ##s
hopeful,hope ##ful
battling,batt ##ling
ottomans,ot ##tom ##ans
kensington,ken ##sing ##ton
hymns,hy ##mn ##s
cheyenne,che ##yen ##ne
levine,lev ##ine
michaels,michael ##s
commitments,commit ##ments
denounced,den ##ounce ##d
cavity,ca ##vity
intricate,intr ##icate
cornish,cor ##nis ##h
patty,pat ##ty
illegally,illegal ##ly
barlow,bar ##low
yellowish,yellow ##ish
maddie,mad ##di ##e
apologized,apologize ##d
luton,lut ##on
plagued,pla ##gue ##d
nana,nan ##a
fanny,fan ##ny
łodz,ł ##od ##z
suspicions,suspicion ##s
hanged,hang ##ed
charlton,char ##lt ##on
competent,compet ##ent
annex,ann ##ex
wardrobe,ward ##rob ##e
sect,sec ##t
fairfax,fair ##fa ##x
hedge,hed ##ge
piled,pile ##d
buckingham,buck ##ing ##ham
uneven,une ##ven
bauer,ba ##uer
snyder,sn ##yd ##er
accountability,account ##ability
donors,don ##ors
moderately,moder ##ately
byrd,by ##rd
continents,contin ##ents
disciple,disci ##ple
jamaican,jam ##ai ##can
nominees,nom ##ine ##es
mongolian,mongo ##lia ##n
eagerly,eager ##ly
ideological,ide ##olo ##gi ##cal
pillows,pillow ##s
miracles,mira ##cle ##s
apartheid,apart ##he ##id
revolver,rev ##olver
sulfur,sul ##fu ##r
clinics,clin ##ics
moran,mor ##an
ile,il ##e
katy,kat ##y
rhetoric,rhe ##tor ##ic
chronology,chrono ##logy
recycling,recycl ##ing
elongated,elo ##ng ##ated
mughal,mug ##hal
vibration,vibr ##ation
domination,domin ##ation
rehearsal,rehear ##sa ##l
weiss,wei ##ss
initiation,initi ##ation
reeves,re ##eve ##s
clinging,clin ##ging
flourished,flo ##uri ##she ##d
ngo,ng ##o
buckley,buck ##ley
symposium,sym ##pos ##ium
rhythms,rhy ##thm ##s
weed,we ##ed
accountant,account ##ant
foil,fo ##il
priesthood,pri ##esth ##oo ##d
voluntarily,vol ##unt ##arily
slater,slate ##r
charting,chart ##ing
mcgill,mc ##gi ##ll
moreno,more ##no
besieged,bes ##ie ##ged
zur,zu ##r
robes,rob ##es
admitting,admit ##ting
deported,dep ##orted
turmoil,tur ##mo ##il
peyton,pe ##yt ##on
earthquakes,earth ##qu ##akes
nationalists,national ##ists
beau,bea ##u
clair,cla ##ir
brethren,bre ##thre ##n
welch,wel ##ch
galerie,gal ##eri ##e
impending,imp ##ending
steward,stew ##ard
beautifully,beautiful ##ly
brandy,brand ##y
1660,166 ##0
alessandro,ale ##ss ##andro
punches,punch ##es
laced,la ##ced
clit,cli ##t
reggie,reg ##gie
discomfort,disco ##mf ##ort
smoothed,smooth ##ed
whales,wh ##ales
adler,ad ##ler
countered,counter ##ed
duffy,du ##ff ##y
disciplinary,disci ##pl ##inary
widening,wide ##ning
reliance,reli ##ance
conducts,conduct ##s
goats,go ##ats
preaching,pre ##aching
matilda,mat ##ild ##a
quasi,quas ##i
striped,stripe ##d
meridian,mer ##idi ##an
cannabis,can ##na ##bi ##s
cordoba,cordo ##ba
graffiti,graf ##fit ##i
pilgrims,pil ##gri ##ms
urine,uri ##ne
etat,eta ##t
fueled,fuel ##ed
belts,bel ##ts
susceptible,sus ##cept ##ible
mauritius,ma ##uri ##ti ##us
salle,sal ##le
sincere,since ##re
beers,beer ##s
arbitration,arbitr ##ation
entrusted,entr ##ust ##ed
sniffed,sniff ##ed
seminar,semi ##na ##r
donnell,don ##nell
principality,principal ##ity
strapped,stra ##pped
celia,cel ##ia
mendoza,men ##do ##za
everton,ever ##ton
fortunes,fortun ##es
prejudice,pre ##ju ##di ##ce
starving,star ##ving
reassigned,reassign ##ed
steamer,steam ##er
tuck,tu ##ck
dans,dan ##s
envisioned,envision ##ed
slit,sli ##t
baseman,base ##man
liberia,liber ##ia
rosemary,rose ##mar ##y
electrified,elect ##rif ##ied
potassium,pot ##ass ##ium
sperm,spe ##rm
slade,sla ##de
mariners,mari ##ners
bianca,bi ##anc ##a
subcommittee,sub ##commit ##tee
spilling,spill ##ing
icao,ic ##ao
estuary,est ##uary
delivers,deliver ##s
bohemian,bo ##hem ##ian
dessert,des ##sert
welcoming,welcom ##ing
proudly,proud ##ly
musee,muse ##e
ascension,asc ##ension
africans,africa ##ns
eccentric,ecc ##ent ##ric
crab,cra ##b
peck,pec ##k
entrances,entr ##ances
formidable,form ##idable
groom,gro ##om
bolted,bolt ##ed
metabolism,meta ##bol ##ism
patton,pat ##ton
robbins,rob ##bin ##s
endure,end ##ure
andes,and ##es
refrigerator,ref ##rig ##era ##tor
ornate,or ##nat ##e
ruthless,ru ##th ##less
illegitimate,ill ##eg ##iti ##mate
strasbourg,stra ##sb ##our ##g
bikes,bike ##s
quintet,qu ##inte ##t
willingly,willing ##ly
niche,nich ##e
bakery,bake ##ry
corpses,corp ##ses
energetic,ener ##get ##ic
centimeters,cent ##imeter ##s
centro,cent ##ro
fuscous,fu ##sc ##ous
cretaceous,cre ##ta ##ce ##ous
rancho,ranch ##o
andrei,andre ##i
telecom,tele ##com
tottenham,tot ##ten ##ham
ordination,ordin ##ation
presiding,pres ##iding
corey,core ##y
penguins,peng ##uin ##s
sims,sim ##s
malawi,mal ##aw ##i
piss,pi ##ss
detectives,detect ##ives
psychiatrist,psych ##ia ##tri ##st
psychedelic,psych ##ede ##lic
dinosaurs,din ##osa ##urs
blouse,blo ##use
choi,cho ##i
vowed,vow ##ed
49ers,49 ##ers
blanche,bla ##nc ##he
bruins,br ##uin ##s
dusseldorf,dus ##sel ##do ##rf
dominique,domin ##ique
